Drug	Strain	ParentCompound	numPoolsTested	Time	Pool	plateID	Manual_Selection	RT	RT_MB	MZ	LeadingMZ	analysisType	Area	AreaControl	AreaControlsubtracted	pval	endConc	startConc	ratioCompoundIntensityStartEnd	hit
M_BUDESONIDE_1	A-01	Budesonid	3	0	01	3	TRUE	0.421	0.97	101.071	102.078	C_AA_TM	0	2822	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	0	07	3	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	0	08	3	TRUE	0.432	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	0.75	01	3	TRUE	0.486	0.97	101.071	102.078	C_AA_TM	3339	7609	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	0.75	07	3	TRUE	0.987	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	0.75	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	1.5	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	1.5	07	3	TRUE	0.998	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	1.5	08	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	3	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	3	07	3	TRUE	0.989	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	3	08	3	TRUE	0.444	0.97	101.071	102.078	C_AA_TM	5432	0	5432	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	6	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	6	07	3	TRUE	0.99	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	6	08	3	TRUE	0.442	0.97	101.071	102.078	C_AA_TM	3824	2326	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	9	01	3	TRUE	0.399	0.97	101.071	102.078	C_AA_TM	4043	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	9	07	3	TRUE	0.977	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	9	08	3	TRUE	0.477	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	12	01	3	TRUE	0.453	0.97	101.071	102.078	C_AA_TM	0	1737	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	12	07	3	TRUE	0.976	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-01	Budesonid	3	12	08	3	TRUE	0.445	0.97	101.071	102.078	C_AA_TM	3688	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	2822	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0	07	3	TRUE	1.022	0.97	101.071	102.078	C_AA_TM	16744	0	16744	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0	08	3	TRUE	0.444	0.97	101.071	102.078	C_AA_TM	3567	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0.75	01	3	TRUE	0.856	0.97	101.071	102.078	C_AA_TM	0	7609	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0.75	07	3	TRUE	0.977	0.97	101.071	102.078	C_AA_TM	15791	0	15791	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	0.75	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	1.5	01	3	TRUE	0.857	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	1.5	07	3	TRUE	1.011	0.97	101.071	102.078	C_AA_TM	16735	0	16735	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	1.5	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	3	01	3	TRUE	0.856	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	3	07	3	TRUE	0.996	0.97	101.071	102.078	C_AA_TM	21636	0	21636	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	3	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	6	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	6	07	3	TRUE	1.001	0.97	101.071	102.078	C_AA_TM	22351	0	22351	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	6	08	3	TRUE	0.442	0.97	101.071	102.078	C_AA_TM	3427	2326	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	9	01	3	TRUE	0.856	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	9	07	3	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	22294	0	22294	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	9	08	3	TRUE	0.478	0.97	101.071	102.078	C_AA_TM	5897	0	5897	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	12	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	1737	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	12	07	3	TRUE	1.021	0.97	101.071	102.078	C_AA_TM	22097	0	22097	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-02	Budesonid	3	12	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.08706328820839718	10699	8914.666666666666	1.200157044570745	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	2822	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0	07	3	TRUE	1.012	0.97	101.071	102.078	C_AA_TM	12134	0	12134	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0.75	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	7609	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0.75	07	3	TRUE	0.944	0.97	101.071	102.078	C_AA_TM	13917	0	13917	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	0.75	08	3	TRUE	0.433	0.97	101.071	102.078	C_AA_TM	2440	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	1.5	01	3	TRUE	0.856	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	1.5	07	3	TRUE	1	0.97	101.071	102.078	C_AA_TM	11878	0	11878	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	1.5	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	3	01	3	TRUE	0.857	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	3	07	3	TRUE	0.986	0.97	101.071	102.078	C_AA_TM	12885	0	12885	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	3	08	3	TRUE	0.442	0.97	101.071	102.078	C_AA_TM	2583	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	6	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	6	07	3	TRUE	0.931	0.97	101.071	102.078	C_AA_TM	13680	0	13680	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	6	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	2326	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	9	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	9	07	3	TRUE	0.986	0.97	101.071	102.078	C_AA_TM	13289	0	13289	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	9	08	3	TRUE	0.432	0.97	101.071	102.078	C_AA_TM	1959	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	12	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	1737	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	12	07	3	TRUE	1.002	0.97	101.071	102.078	C_AA_TM	17275	0	17275	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-03	Budesonid	3	12	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.13866674592068878	9091.666666666666	7378	1.2322671003885424	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	2822	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0	07	3	TRUE	0.99	0.97	101.071	102.078	C_AA_TM	9556	0	9556	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0	08	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0.75	01	3	TRUE	0.857	0.97	101.071	102.078	C_AA_TM	0	7609	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0.75	07	3	TRUE	1.012	0.97	101.071	102.078	C_AA_TM	8905	0	8905	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	0.75	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	1.5	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	1.5	07	3	TRUE	1.01	0.97	101.071	102.078	C_AA_TM	9151	0	9151	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	1.5	08	3	TRUE	0.434	0.97	101.071	102.078	C_AA_TM	3347	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	3	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	3	07	3	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	10910	0	10910	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	3	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	6	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	6	07	3	TRUE	1.001	0.97	101.071	102.078	C_AA_TM	18205	0	18205	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	6	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	2326	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	9	01	3	TRUE	0.858	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	9	07	3	TRUE	1	0.97	101.071	102.078	C_AA_TM	19250	0	19250	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	9	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	12	01	3	TRUE	0.856	0.97	101.071	102.078	C_AA_TM	0	1737	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	12	07	3	TRUE	0.955	0.97	101.071	102.078	C_AA_TM	17513	0	17513	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-04	Budesonid	3	12	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.0655479990031045	9171	6518.666666666667	1.4068827981182246	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	2822	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0	07	3	TRUE	0.988	0.97	101.071	102.078	C_AA_TM	10953	0	10953	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0.75	01	3	TRUE	0.854	0.97	101.071	102.078	C_AA_TM	0	7609	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0.75	07	3	TRUE	0.945	0.97	101.071	102.078	C_AA_TM	12145	0	12145	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	0.75	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	1.5	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	1.5	07	3	TRUE	0.987	0.97	101.071	102.078	C_AA_TM	10320	0	10320	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	1.5	08	3	TRUE	0.432	0.97	101.071	102.078	C_AA_TM	4832	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	3	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	3	07	3	TRUE	0.997	0.97	101.071	102.078	C_AA_TM	12974	0	12974	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	3	08	3	TRUE	0.397	0.97	101.071	102.078	C_AA_TM	5433	0	5433	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	6	01	3	TRUE	0.857	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	6	07	3	TRUE	0.997	0.97	101.071	102.078	C_AA_TM	11759	0	11759	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	6	08	3	TRUE	0.444	0.97	101.071	102.078	C_AA_TM	3416	2326	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	9	01	3	TRUE	0.857	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	9	07	3	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	10582	0	10582	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	9	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	12	01	3	TRUE	0.855	0.97	101.071	102.078	C_AA_TM	0	1737	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	12	07	3	TRUE	1.009	0.97	101.071	102.078	C_AA_TM	13768	0	13768	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	A-05	Budesonid	3	12	08	3	TRUE	0.398	0.97	101.071	102.078	C_AA_TM	3603	0	5000	0.6553227747995991	7922.666666666667	6984.333333333333	1.134348303345583	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0	01	3	TRUE	0.411	0.97	101.071	102.078	C_AA_TM	2822	2822	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0	07	3	TRUE	0.431	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0.75	01	3	TRUE	0.49	0.97	101.071	102.078	C_AA_TM	7609	7609	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0.75	07	3	TRUE	0.41	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	0.75	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	1.5	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	1.5	07	3	TRUE	0.455	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	1.5	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	3	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	3	07	3	TRUE	0.414	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	3	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	6	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	6	07	3	TRUE	0.479	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	6	08	3	TRUE	0.566	0.97	101.071	102.078	C_AA_TM	2326	2326	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	9	01	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	9	07	3	TRUE	0.444	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	9	08	3	TRUE	0	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	12	01	3	TRUE	0.575	0.97	101.071	102.078	C_AA_TM	1737	1737	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	12	07	3	TRUE	0.434	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	C901	Budesonid	3	12	08	3	TRUE	0.433	0.97	101.071	102.078	C_AA_TM	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	A-06	Budesonid	4	0	08	5	TRUE	0.988	0.97	101.071	102.078	C_AA_TM	23936	0	23936	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0	08	5	TRUE	0.988	0.97	101.071	102.078	C_AA_TM	23936	0	23936	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0	07	5	TRUE	0.979	0.97	101.071	102.078	C_AA_TM	22177	0	22177	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0	08	5	TRUE	0.988	0.97	101.071	102.078	C_AA_TM	23936	0	23936	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0	08	5	TRUE	0.988	0.97	101.071	102.078	C_AA_TM	23936	0	23936	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0	11	5	TRUE	0.399	0.97	101.071	102.078	C_AA_TM	0	0	5000	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	01	5	TRUE	0.978	0.97	101.071	102.078	C_AA_TM	24585	0	24585	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	24877	0	24877	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	24877	0	24877	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	07	5	TRUE	0.966	0.97	101.071	102.078	C_AA_TM	24299	0	24299	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	24877	0	24877	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	24877	0	24877	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	0.75	11	5	TRUE	0.396	0.97	101.071	102.078	C_AA_TM	0	0	5000	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	1.5	01	5	TRUE	0.977	0.97	101.071	102.078	C_AA_TM	27695	0	27695	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	1.5	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	26382	0	26382	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
M_BUDESONIDE_1	A-06	Budesonid	4	1.5	08	5	TRUE	0.999	0.97	101.071	102.078	C_AA_TM	26382	0	26382	2.251950817890727e-17	86194.71428571429	20486.833333333332	4.207322473086664	TRUE
